CodeSta,Latitude,Longitude,Altitude,StaName,SensorType,Network,Geology,MeasuredVs30,Vs30_fCSN,f0_HVSR,A0_HVSR,f0_fCSN,TypeCurveHVSR,InfVs30_HVSR,TopographicSlope,InfVs30_TopoSlope,InfVs30_Vp,InferedVs30,PreferedVs30,uncertainty_Vs30,IDPreferedVs30,Kappa0,Channels,OrientationCH1,OrientationCH2,OrientationCH3
ANTO02R,-22.9105,-68.2001,-999,"SAN PEDRO DE ATACAMA S/N 6153","ETNA EPISENSOR",REN,,-999,-999,0.58,2.78623556308963,,peak,150,0.0239172481553206,360,-999,280.716883904213,235,0.531822001697684,3,-999,"",-999,-999,-999
ANTO03R,-22.0902,-70.2013,-999,"TOCOPILLA S/N 6736","SMA-1",REN,,-999,-999,6.11,1.46157624981357,,flat,655,0.0673210104086924,461,-999,534.242497726584,577,0.531822001697684,3,-999,"",-999,-999,-999
ANTO04R,-22.0941,-70.2092,-999,"TOCOPILLA PUERTO S/N 6152","ETNA EPISENSOR",REN,,-999,-999,0.12,2.55332104175851,,flat,150,0.190745418162233,739,-999,516.629736283722,388,0.531822001697684,3,-999,"",-999,-999,-999
ANTO05R,-22.7575,-70.281,-999,"MICHILLA S/N 6150","ETNA EPISENSOR",REN,,-999,-999,0.12,2.13893658581069,,peak,150,0.0891245459803696,510,-999,374.086086692937,295,0.531822001697684,3,-999,"",-999,-999,-999
ANTO06R,-23.103,-70.446,-999,"HOSPITAL MEJILLONES S/N 2794","ETNA EPISENSOR",REN,,-999,-999,0.14,5.96415974879078,,peak,150,0.0325069782982619,380,-999,293.16611094271,243,0.531822001697684,3,-999,"",-999,-999,-999
ANTO07R,-23.0776,-70.3845,-999,"MEJILLONES PUERTO S/N 6156","ETNA EPISENSOR",REN,,-999,-999,0.32,4.7714172880163,,peak,150,0.140537572978667,622,-999,443.801758108518,340,0.531822001697684,3,-999,"",-999,-999,-999
ANTO08R,-23.08,-70.41,-999,"MEJILLONES CENTRAL S/N 6154","ETNA EPISENSOR",REN,,-999,-999,0.21,4.11895069820885,,peak,150,0,100,-999,118.876932403759,130,0.531822001697684,3,-999,"",-999,-999,-999
ANTO09R,-23.681,-70.4111,-999,"ANTOFAGASTA UCN (SMA-1) S/N 4560","SMA-1",REN,,-999,-999,0.18,1.49523038121837,,flat,150,0.155423736191838,656,-999,464.965444073962,354,0.531822001697684,3,-999,"",-999,-999,-999
ANTU,-33.569099,-70.633499,640,"CAMPUS ANTUMAPU","EpiSensor + Earth Data",C-IRISDMC,Q1,621,-999,1.77,1.86,,flat,218,0.0324573958208875,380,-999,318.838739011822,621,-999,1,0.036,"HNE, HNN, HNZ",90,0,0
AP01,-18.37084,-70.34197,31,"CHACALLUTA (AEROPUERTO)"," Episensor, DC to &gt;200 Hz,  20V differential full s",C1-IRISDMC,PPl1c,356,355,0.566666666666667,3.918958781948,0.53 [Hz],flat,150,0.0837961610715266,499,247,331.272809942407,356,-999,1,0.058,"HNE, HNN, HNZ",90,0,0
AP02,-18.853959,-69.143334,4334,"SURIRE","",C1-IRISDMC,,-999,-999,0.1,2.59355840109572,,flat,150,0.285126239817256,892,566,632.74992421946,492,0.387667502106948,2,-999,"HNE, HNN, HNZ",90,0,0
ARIC01R,-18.3148,-70.3141,-999,"ARICA CHACALLUTA S/N 2797","ETNA EPISENSOR",REN,,288,-999,0.29,2.74426055188935,,peak,150,0.0367122605303733,390,-999,299.390724461958,288,-999,1,-999,"",-999,-999,-999
ARIC02R,-18.4824,-70.3134,-999,"HOSPITAL ARICA S/N 815","ETNA",REN,,-999,-999,4.15,1.21397259364878,,flat,539,0.0511299612618535,423,-999,466.79448317672,492,0.531822001697684,3,-999,"",-999,-999,-999
ARIC03R,-18.4786,-70.3078,-999,"ARICA CEMENTERIO S/N 5015","SMA-1",REN,,-999,-999,0.94,3.41871468580491,,peak,150,0.0487866966337605,418,-999,316.819642315853,258,0.531822001697684,3,-999,"",-999,-999,-999
ARIC04R,-18.4708,-70.313,-999,"ARICA COSTANERA S/N 5004","SMA-1",REN,,390,-999,1.25,3.76388188371003,,peak,150,0.0235562330380368,359,-999,280.094422552289,390,-999,1,-999,"",-999,-999,-999
ARIC05R,-18.4909,-70.3114,-999,"ARICA CERRO LA CRUZ S/N 2796","ETNA EPISENSOR",REN,,1132,-999,0.11,1.60247265345814,,flat,150,0.119031878764007,575,-999,414.546074568051,1132,-999,1,-999,"",-999,-999,-999
ARIC06R,-18.4525,-70.0667,-999,"POCONCHILE S/N 6975","SMA-1",REN,,533,-999,0.52,3.06443915455789,,peak,150,0.144360168240807,631,-999,449.403910275841,533,-999,1,-999,"",-999,-999,-999
ARIC07R,-18.4525,-70.0667,-999,"POCONCHILE ETNA S/N 2798","ETNA EPISENSOR",REN,,511,-999,0.474,3.10326475129099,,peak,150,0.144360168240807,631,-999,449.403910275841,511,-999,1,-999,"",-999,-999,-999
ARIC08R,-18.1949,-69.5592,-999,"PUTRE S/N 7098","SMA-1",REN,,-999,-999,1.77,3.39076518109449,,peak,218,0.107146986962682,549,-999,359.873491325119,352,0.311010350044602,3,-999,"",-999,-999,-999
ARIC09R,-19.1599,-70.1802,-999,"CUYA S/N 4561, MUNICIPALIDAD","SMA-1",REN,,-999,-999,4.42,6.62523586725223,,peak,561,0.0342234720420928,384,-999,485.134114910737,490,0.311010350044602,3,-999,"",-999,-999,-999
AY01,-44.42092,-72.64803,9,"PUYUHUAPI","CMG-5T, DC 100 s,  0.255 V/m/s**2, 4g clip level,",C1-IRISDMC,Mg,-999,-999,3.6,3.11662648770549,,flat,483,0.136579819171975,613,409,499.412852379509,489,0.387667502106948,2,-999,"HNE, HNN, HNZ",90,0,0
AY02,-46.48392,-73.19474,79,"VALLE EXPLORADORES"," CMG-5T, DC 100 s,  0.255 V/m/s**2, 4g clip level,",C1-IRISDMC,Q1,311,308,0.266666666666667,0,,flat,150,0.0496015591355516,420,1461,863.822673537436,311,-999,1,-999,"HNE, HNN, HNZ",90,0,0
AY03,-47.253042,-72.590769,207,"COCHRANE"," CMG-5T, DC 100 s,  0.255 V/m/s**2, 4g clip level,",C1-IRISDMC,DC4,290,274,-999,0,4.54 [Hz],peak,-999,0.100477883185995,535,1066,816.541593695271,290,-999,1,-999,"HNE, HNN, HNZ",90,0,0
AY05,-45.150958,-73.511667,21,"PUERTO AGUIRRE","",C1-IRISDMC,,-999,-999,-999,0,,,-999,0.0687108154045542,464,-999,464,464,0.557379023284951,8,-999,"HNE, HNN, HNZ",90,0,0
B01I,-36.8424,-73.1132,0,"6TA COMISARIA SAN PEDRO DE LA PAZ","Episensor FBA - Basalt Serial 1174",CSN,Qm,-999,-999,1.4,4.10343697117701,,peak,150,0.0201804468420984,344,837,544.564716580782,450,0.387667502106948,2,-999,"",-999,-999,-999
B01O,-34.1663,-70.7371,0,"SERVIU RANCAGUA","Episensor FBA - Basalt Serial 1071",CSN,Q1,-999,-999,10,2.42815835335755,,peak,750,0.0162271227522664,327,779,653.00748051295,652,0.237400492741652,2,-999,"",-999,-999,-999
B02I,-36.7828,-73.1019,10,"4TA COMISARIA HUALPEN","Episensor FBA - Basalt Serial 1517",CSN,Qm,-999,-999,2,3.13413821017844,,peak,250,0.0258787962188033,365,815,477.209894392758,485,0.237400492741652,2,-999,"",-999,-999,-999
B02O,-34.1777,-70.7507,0,"PATIO DE RANCAGUA - TALLERES CODELCO","Episensor FBA - Basalt Serial 1057",CSN,Q1,-999,-999,9.9,2.64761573866755,,peak,748,0,100,828,611.887352275585,611,0.237400492741652,2,0.0264810444018275,"",-999,-999,-999
B03I,-36.9394,-73.0269,0,"SUBCOMISARIA CHIGUAYANTE","Episensor FBA - Basalt Serial 1530",CSN,Qf,-999,-999,0.866666666666667,8.94301895149102,,peak,150,0.0404119626772845,399,939,613.374052743255,501,0.387667502106948,2,-999,"",-999,-999,-999
B03O,-34.1767,-70.6604,0,"ESTADIO - CONAF MACHALI","Episensor FBA - Basalt Serial 1161",CSN,Q1,-999,-999,7.03333333333333,2.4607755915932,,flat,687,0.0253872912702625,364,594,517.734464989391,570,0.387667502106948,2,0.0665623043730465,"",-999,-999,-999
B04I,-37.0889,-73.1589,0,"4TA COMISARIA LOTA","Episensor FBA - Basalt Serial 1197",CSN,Pz4b,-999,-999,1.86666666666667,3.76092882985621,,peak,232,0.231959716921579,810,260,388.241890872517,391,0.237400492741652,2,-999,"",-999,-999,-999
B04O,-34.5909,-70.9756,0,"COLCHAGUA","Episensor FBA - Basalt Serial 1493",CSN,Q1,-999,-999,7.6,2.53999966813432,,flat,703,0.10951601342403,554,648,619.302819036071,645,0.387667502106948,2,-999,"",-999,-999,-999
B05I,-36.5478,-72.9361,10,"RETEN DICHATO","Episensor FBA - Basalt Serial 976",CSN,PE1,-999,-999,1.43333333333333,5.06509902023601,,peak,151,0.0433559334223193,405,270,305.392543194908,260,0.387667502106948,2,-999,"",-999,-999,-999
B05O,-34.3887,-72.0024,0,"3RA COMISARIA PICHILEMU","Episensor FBA - Basalt Serial 1195",CSN,Pz4a,-999,-999,9.83333333333333,2.58868037849168,,flat,747,0.0423763888050579,403,1198,821.995150045468,823,0.387667502106948,2,-999,"",-999,-999,-999
B06I,-36.4864,-72.7003,0,"SUBCOMISARIA COELEMU","Episensor FBA - Basalt Serial 1324",CSN,Qf,282,282,2.06666666666667,6.47769086018691,2.1 [Hz],peak,258,0.0258192853898955,365,344,315.256223283882,282,-999,1,-999,"",-999,-999,-999
B06O,-33.9602,-71.8232,0,"ESCUELA MUNICIPAL NAVIDAD","Episensor FBA - Basalt Serial 1274",CSN,Qe,-999,-999,2.56666666666667,5.06366408667741,,peak,316,0.0378498232078844,393,194,292.735981895901,291,0.237400492741652,2,-999,"",-999,-999,-999
B07I,-36.8152,-73.0264,0,"REGIMIENTO FORZADO N°7 CHACABUCO","Episensor FBA - Basalt Serial 1467",CSN,CPg,-999,-999,1.46666666666667,4.99806694747157,,peak,159,0.0686659308213612,464,365,373.678993634435,312,0.387667502106948,2,-999,"",-999,-999,-999
B07O,-34.2081,-70.5322,0,"TENENCIA COYA","Episensor FBA - Basalt Serial 1247",CSN,Q1,-999,-999,5.63333333333333,2.48596605247902,,flat,634,0.0524530444171724,427,998,722.10791148833,713,0.387667502106948,2,0.0406102102493112,"",-999,-999,-999
B08I,-36.8119,-73.0424,0,"UNIVERSIDAD SAN SEBASTIAN C3P","Episensor FBA - Basalt Serial 1193",CSN,CPg,-999,-999,-999,0,,,-999,0.219372500962902,791,-999,791,791,0.557379023284951,8,-999,"",-999,-999,-999
B08O,-34.0898,-70.4968,0,"MINA EL TENIENTE SECTOR BARAHONA","Episensor FBA - Basalt Serial 1491",CSN,PPl1r,-999,-999,7.6,3.06050809719559,,flat,703,0.102780193627805,540,822,694.586844498333,704,0.387667502106948,2,-999,"",-999,-999,-999
B09I,-37.3291,-71.66,0,"TENENCIA ANTUCO","Episensor FBA - Basalt Serial 1166",CSN,PPl3,-999,-999,7.6,3.71147083692055,,flat,703,0.0437380725815664,406,979,715.130948772355,727,0.387667502106948,2,-999,"",-999,-999,-999
B09O,-34.22,-71.4414,0,"RETEN LLALLAUQUEN","Episensor FBA - Basalt Serial 1045",CSN,Pl3t,-999,-999,1.6,4.35149981284444,,peak,188,0.0253949024055611,364,417,312.868808146844,316,0.237400492741652,2,-999,"",-999,-999,-999
B10I,-36.8206,-73.0622,10,"3RA COMPAÑIA DE BOMBEROS CONCEPCION","Episensor FBA - Basalt Serial 1215",CSN,CPg,-999,-999,0.766666666666667,7.53314336077287,,peak,150,0,100,224,164.820854804486,164,0.387667502106948,2,-999,"",-999,-999,-999
B10O,-34.6338,-71.3575,0,"HOSPITAL DE SANTA CRUZ","Episensor FBA - Basalt Serial 1089",CSN,Q1,-999,-999,0.333333333333333,6.63308381518008,,peak,150,0.0162258805930271,327,202,243.236738405577,214,0.387667502106948,2,0.0966693650037627,"",-999,-999,-999
B11I,-38.3448,-73.4939,0,"TENENCIA TIRUA","Episensor FBA - Basalt Serial 1221",CSN,Qm,-999,-999,1.6,3.98538047690702,,peak,188,0.0262090189690287,366,187,232.742456625597,233,0.237400492741652,2,-999,"",-999,-999,-999
B11O,-34.3988,-71.6189,0,"TENENCIA MARCHIGUE","Episensor FBA - Basalt Serial 1054",CSN,PPl1c,-999,-999,1.5,3.517624003479,,peak,167,0.032453011945543,380,333,327.197029402849,282,0.387667502106948,2,-999,"",-999,-999,-999
B12I,-36.7806,-73.0694,80,"AEROPUERTO CARRIEL SUR","Episensor FBA - Basalt Serial 1420",CSN,Qm,-999,-999,1.2,4.69811117630621,,peak,150,0.0686421426975278,464,216,303.221582297666,255,0.387667502106948,2,-999,"",-999,-999,-999
B12O,-34.442,-70.7818,0,"RETEN POPETA","Episensor FBA - Basalt Serial 1285",CSN,Q1,-999,-999,5.5,2.9413862584653,,flat,627,0.0391714798442159,396,706,573.474992421946,596,0.387667502106948,2,-999,"",-999,-999,-999
B13I,-36.56,-71.5483,0,"SUBCOMISARIA SAN FABIAN DE ALICO","Episensor FBA - Basalt Serial 1179",CSN,Q1,-999,-999,0.7,3.37002747713456,,peak,150,0.147364330196307,638,2207,1295.13822370415,1023,0.387667502106948,2,-999,"",-999,-999,-999
B14I,-37.6047,-73.6543,0,"CAPITANIA DE PUERTO LEBU","Episensor FBA - Basalt Serial 1531",CSN,Q1,-999,-999,1.1,4.67386258075398,,peak,150,0.0203846342770859,345,476,377.422249166414,319,0.387667502106948,2,-999,"",-999,-999,-999
B15I,-37.4624,-72.3506,0,"SERVIU LOS ANGELES","Episensor FBA - Basalt Serial 1173",CSN,Q1,-999,-999,10,7.80205775230822,,peak,750,0.0780570132670798,486,949,752.885529293437,755,0.237400492741652,2,-999,"",-999,-999,-999
B16I,-36.802,-72.0288,0,"RETEN SAN IGNACIO","Episensor FBA - Basalt Serial 1231",CSN,Q1,-999,-999,8.56666666666667,4.13837124978717,,peak,725,0.0381992234868691,393,284,486.288848378175,479,0.237400492741652,2,-999,"",-999,-999,-999
B17I,-37.0372,-72.4056,230,"SUBCOMISARIA CABRERO","Episensor FBA - Basalt Serial 1168",CSN,Q3av,-999,-999,1.4,7.19572231857876,,peak,150,0.0259306663746583,365,799,535.128523795089,441,0.387667502106948,2,-999,"",-999,-999,-999
B18I,-37.4704,-72.3666,154,"PISCINA MUNICIPAL LOS ANGELES","Episensor FBA - Basalt Serial 1354",CSN,Q1,-999,-999,9.1,5.20961036535122,,peak,735,0.0527381427880088,427,666,632.783945184813,631,0.237400492741652,2,-999,"",-999,-999,-999
B19I,-37.0272,-73.1489,5,"CAPITANIA DE PUERTO CORONEL","Episensor FBA - Basalt Serial 1213",CSN,PE1,-999,-999,2.33333333333333,5.47384262408442,,peak,286,0.0648776343641441,455,191,295.508109127483,295,0.237400492741652,2,-999,"",-999,-999,-999
B20I,-36.9103,-71.4177,0,"TERMAS DE CHILLAN","Episensor FBA - Basalt Serial 1222",CSN,PPl3,-999,-999,5.6,4.00244196322972,,peak,632,0.14231581769636,626,438,562.467814935881,560,0.237400492741652,2,-999,"",-999,-999,-999
B21I,-36.5956,-72.1044,120,"INACAP CHILLAN","Episensor FBA - Basalt Serial 1189",CSN,Q1,-999,-999,9,3.84783323628374,,peak,733,0,100,1653,895.173120442545,905,0.237400492741652,2,-999,"",-999,-999,-999
B22I,-36.6904,-73.114,0,"HOSPITAL NAVAL DE TALCAHUANO","Episensor FBA - Basalt Serial 1164",CSN,Qm,-999,-999,4.9,3.50901983570581,,peak,594,0.0434244827109462,406,921,661.012760875032,665,0.237400492741652,2,-999,"",-999,-999,-999
BI02,-36.6634,-71.2731,913,"SAN FABI. DE ALICO","Guralp CMG5T Sensor/Quanterra 330 Linear",C1-IRISDMC,Q1,-999,-999,0.1,0,,flat,150,0.392111429264342,1058,1220,1001.0682024856,772,0.387667502106948,2,-999,"HNE, HNN, HNZ",90,0,0
BI03,-36.8438,-73.0258,196,"UNIV. DE CONCEPCIÓN","CMG-5T + Q330 digitizer + Trillium 120p",C1-IRISDMC,CPg,269,-999,2.4,8.67186061638304,,peak,292,0.217494033201999,788,585,520.371951219512,269,-999,1,0.0931,"HNE, HNN, HNZ",90,0,0
BI04,-38.412,-73.8853,41,"ISLA MOCHA","CMG-5T + Q330 digitizer + Trillium 120",C,OM1m,-999,-999,4.9,4.48003791585332,,peak,594,0.191441418439819,741,314,533.077822479256,530,0.237400492741652,2,-999,"",-999,-999,-999
BI05,-36.74784,-73.19051,52,"FARO PUNTA HUALPEN","CMG-5T, DC 100 s,  0.255 V/m/s**2, 4g clip level,",C1-IRISDMC,CPg,-999,-999,5.56666666666667,3.93786625662806,,flat,631,0.269937130093744,869,995,892.845407699303,825,0.387667502106948,2,-999,"HNE, HNN, HNZ",90,0,-999
BIOB01S,-36.5972,-72.115,-999,"CHILLAN INSTITUTE","SMA-1",DGG,,-999,-999,0.18,4.58974176233935,,peak,150,0.040232918060563,398,-999,304.370415277357,250,0.531822001697684,3,-999,"",-999,-999,-999
BO01,-34.3917,-71.0848,263,"TUNCA","Guralp CMG5T Sensor/Quanterra 330",C1-IRISDMC,Kia2,-999,-999,0.333333333333333,7.77922376192541,,peak,150,0.317198429010847,942,1208,950.210366777811,738,0.387667502106948,2,-999,"HNE, HNN, HNZ",90,0,-999
BO02,-34.7924,-70.7814,886,"SIERRA BELLA VISTA"," CMG-5T, DC 100 s,  0.255 V/m/s**2, 4g clip level,",C1-IRISDMC,Mimg,-999,-999,3.8,2.62077872341433,,peak,505,0.138378112294422,617,495,529.867362333417,530,0.237400492741652,2,0.073,"HNE, HNN, HNZ",90,0,-999
BO03,-34.49605,-71.9612,128,"PICHILEMU","CMG-5T",C1-IRISDMC,Pz4b,-999,-999,3.73333333333333,2.10662237444935,,flat,498,0.0783935883223515,487,975,715.071536829342,669,0.387667502106948,2,-999,"HNE, HNN, HNZ",90,0,0
BO04,-33.98884,-70.60902,625,"LA PUNTA"," CMG-5T, DC 100 s,  0.255 V/m/s**2, 4g clip level,",C1-IRISDMC,OM2c,1100,1099,4.53333333333333,1.80444004264633,,flat,569,0.18828071796773,733,841,759.258866323128,1100,-999,1,-999,"HNE, HNN, HNZ",90,0,-999
C01O,-29.8769931793,-71.2378845215,77,"LA SERENA - 6ta COMI. LAS COMPAÑIAS","Episensor FBA - Basalt Serial 1438",RNA,MP1c,489,447,1.13333333333333,3.53829829221404,1.04 [Hz],peak,150,0.0613332968663653,447,641,493.81842982722,489,-999,1,0.0511832399346258,"",-999,-999,-999
C02O,-29.9768,-70.0941,0,"TENENCIA JUNTAS DEL TORO","Episensor FBA - Basalt Serial 1375",CSN,Ks2c,-999,-999,3.06666666666667,4.21984640503235,,peak,411,0.345398283107942,986,981,756.495348252452,766,0.237400492741652,2,-999,"",-999,-999,-999
C03O,-30.037,-70.7103,619,"5TA COMISARIA VICUÑA","Episensor FBA - Basalt Serial 1447",CSN,Qf,692,-999,6.6,2.61237936463153,,flat,673,0.0186624706351296,338,660,536.175810851773,692,-999,1,0.0212150059429257,"",-999,-999,-999
C04O,-29.9423065186,-71.2631607056,30,"5TA COMISARIA SIAT","Episensor FBA - Basalt Serial 1383",CSN,MP1m,634,475,0.7,5.4234353067757,0.87 [Hz],peak,150,0.0406715114054571,399,402,364.163079721128,634,-999,1,-999,"",-999,-999,-999
C05O,-30.8331,-71.2577,215,"TENENCIA PUNITAQUI","Episensor FBA - Basalt Serial 1437",CSN,Qa,384,-999,10,2.80387437176707,,flat,750,0,100,1206,707.846620187936,384,-999,1,0.0382139640024019,"",-999,-999,-999
C06O,-29.9178581238,-71.2008666992,144,"AEROPUERTO LA FLORIDA","Episensor FBA - Basalt Serial 1254",CSN,MP1c,487,-999,1.16666666666667,2.23880688161313,,flat,150,0.0521585136985091,426,874,593.750227341619,487,-999,1,0.0298993264228142,"",-999,-999,-999
C07O,-31.6335849762,-71.1675109863,319,"4TA COMISARIA DE ILLAPEL","Episensor FBA - Basalt Serial 1452",CSN,Qf,654,654,4.7,3.97507515962091,5.32 [Hz],peak,581,0.0249708537959443,363,769,591.682423937641,654,-999,1,0.0183833890208528,"",-999,-999,-999
C08O,-31.1873,-71.0008,922,"PUEBLO DE ARTESANOS DE COMBARBALA","Episensor FBA - Basalt Serial 1276",CSN,Ki2c,827,827,6.2,4.56595355800731,1.63 [Hz],peak,658,0.0522374276854498,426,541,558.209391501132,827,-999,1,0.0469370525446766,"",-999,-999,-999
C09O,-29.5105705261,-71.2001571655,640,"CARAB. LA HIGUERA","Episensor FBA - Basalt Serial 1441",RNA,Kibg,754,754,5.6,3.67790610630704,6.21 [Hz],peak,632,0.0612535377077549,447,745,624.748994216746,754,-999,1,0.0222409659614711,"",-999,-999,-999
C10O,-30.2339420319,-71.0815963745,1032,"TENENCIA ANDACOLLO","Episensor FBA - Basalt Serial 1368",CSN,Ki2c,1463,-999,5.96666666666667,2.74529848706904,,peak,649,0.064820011379927,455,1420,870.149547397536,1463,-999,1,0.000208757250151088,"",-999,-999,-999
C11O,-30.6964416504,-70.9589004517,441,"SUBCOMISARIA MONTE PATRIA","Episensor FBA - Basalt Serial 1417",RNA,Qf,626,626,3.1,2.66811543610792,3.87 [Hz],peak,416,0.0187880646405211,338,715,501.063050037717,626,-999,1,0.0316514764139931,"",-999,-999,-999
C12O,-31.398228,-71.458364,273,"MUNI. DE CANELA","Basalt Kinemetrics",RNA,Q1,-999,-999,10,4.58539787367452,,peak,750,0.11099633400343,558,1385,923.977558461152,932,0.237400492741652,2,-999,"",-999,-999,-999
C13O,-30.5792961121,-71.4945297241,203,"TENENCIA DE CARRETERAS LIMARI","Episensor FBA - Basalt Serial 1416",CSN,Qa,539,505,2.03333333333333,2.95082084544075,1.75 [Hz],peak,254,0.0767976431832435,483,763,490.457317073171,539,-999,1,-999,"",-999,-999,-999
C14O,-30.1231422424,-70.4905776978,1227,"CENTRO DEPORTIVO MUNICIPAL PISCO ELQUI","Episensor FBA - Basalt Serial 1412",CSN,Qf,348,-999,1.66666666666667,5.47445749497968,,peak,200,0.0991993893093279,532,491,386.124402816193,348,-999,1,0.0168270939902556,"",-999,-999,-999
C15O,-29.373,-71.1148,284,"POSTA EL TRAPICHE","Episensor FBA - Basalt Serial 1358",CSN,Qa,500,-999,8.7,4.51247446403029,,peak,728,0.0644086518647283,454,693,646.316884586372,500,-999,1,0.0154811461395672,"",-999,-999,-999
C16O,-29.8791,-71.2714,34,"ESCUELA CALETA SAN PEDRO","Episensor FBA - Basalt Serial 1271",CSN,Qe,489,281,1.16666666666667,6.32428283231353,1.3 [Hz],peak,150,0.0162381005073629,327,212,247.877538648075,489,-999,1,0.021584747070907,"",-999,-999,-999
C17O,-29.9044,-71.2379,73,"REGIMIENTO DE INFANTERIA N°21","Episensor FBA - Basalt Serial 1377",CSN,MP1c,692,529,2.56666666666667,2.43174614863665,,flat,316,0.254724162186472,845,614,660.8287359806,692,-999,1,-999,"",-999,-999,-999
C18O,-30.2778015137,-70.6691894531,1239,"RETEN HURTADO","Episensor FBA - Basalt Serial 1421",CSN,Q1,-999,-999,5.43333333333333,4.93070088203987,,peak,624,0.0374156458568774,392,833,638.497925572039,640,0.237400492741652,2,0.0158120229476308,"",-999,-999,-999
C19O,-30.093454361,-71.3689575195,71,"LAS TACAS","Episensor FBA - Basalt Serial 1367",CSN,J3i,830,1106,6.36666666666667,1.84442865979102,,flat,664,0.0583249919692027,440,1541,983.543801151864,830,-999,1,-999,"",-999,-999,-999
C20O,-29.9681720734,-71.3374023438,52,"HOSPITAL SAN PABLO DE COQUIMBO","Episensor FBA - Basalt Serial 1359",CSN,MP1m,737,737,1.13333333333333,4.69833526231608,1.24 [Hz],peak,150,0,100,343,220.046377690209,737,-999,1,0.0311949021818048,"",-999,-999,-999
C21O,-31.8987,-71.4928,0,"CENTRO RECREACIONAL SERVIU LOS VILOS","Episensor FBA - Basalt Serial 1244",CSN,Jig,715,404,1.2,3.83019669761165,1.35 [Hz],peak,150,0.0376312796414413,392,386,354.004849954532,715,-999,1,0.0218000096845338,"",-999,-999,-999
C22O,-29.9655017853,-71.3511428833,36,"GUAYACAN","Episensor FBA - Basalt Serial 1246",CSN,MP1m,862,1228,8.96666666666667,1.78781031684968,,flat,733,0.0247276098770748,362,1261,833.187935738103,862,-999,1,-999,"",-999,-999,-999
C23O,-31.7837,-70.9697,458,"ESTADIO MUNICIPAL DE SALAMANCA","Episensor FBA - Basalt Serial 1415",CSN,Q1,516,751,10,6.06292121827804,2.1 [Hz],peak,750,0.115089580625996,567,665,673.841149107367,516,-999,1,0.0296934383150454,"",-999,-999,-999
C24O,-29.9546,-71.3015,11,"6TA COMPAÑIA DE BOMBEROS DE PEÑUELAS","Episensor FBA - Basalt Serial 1440",CSN,Qe,433,433,0.7,4.86968257017834,0.77 [Hz],peak,150,0.0162379142982946,327,303,290.108820854804,433,-999,1,0.0375715509303503,"",-999,-999,-999
C25O,-31.9443,-70.6102,1137,"ESCUELA BASICA DE BATUCO","Episensor FBA - Basalt Serial 1423",CSN,Q1,1223,-999,5.26666666666667,3.05603602306757,,peak,615,0.0250186503332939,363,1012,690.340017601207,1223,-999,1,-999,"",-999,-999,-999
C26O,-30.2589855194,-71.4904098511,10,"CAMPAMENTO DIRECCION VIALIDAD TONGOY","Episensor FBA - Basalt Serial 1426",CSN,Qe,675,364,1.43333333333333,5.57810615472387,1.87 [Hz],peak,151,0.0487114812937565,418,434,386.577144589269,675,-999,1,0.0113407714283475,"",-999,-999,-999
C27O,-29.3841400146,-70.7448196411,1683,"ESCUELA RURAL BASICA LOS MORROS","Episensor FBA - Basalt Serial 1424",CSN,Ksg,-999,-999,10,1.87814884875317,,flat,750,0.0579482287930425,439,1488,971.070021218551,939,0.387667502106948,2,-999,"",-999,-999,-999
C28O,-29.2905979156,-71.3076019287,50,"POSTA DE PUEBLO DE CHORO","Episensor FBA - Basalt Serial 1427",CSN,Qa,-999,-999,4.26666666666667,4.51016133070512,,peak,548,0.135695670605068,611,740,631.270932863968,634,0.237400492741652,2,0.00647592467914455,"",-999,-999,-999
C29O,-30.6011,-71.2011,197,"OVALLE","Episensor FBA - Basalt Serial 1419",CSN,Qf,941,799,9.03333333333333,2.72732050706254,1.1 [Hz],peak,734,0.0375069432446278,392,771,660.331971335177,941,-999,1,0.0255840542545774,"",-999,-999,-999
C32O,-30.8549,-70.7073,903,"ESCUELA SANTA BERNARDITA DE PEDREGAL","Episensor FBA - Basalt Serial 1429",CSN,Ks3i,578,578,8.16666666666667,2.59422764913522,6.51 [Hz],flat,716,0.207643137304516,772,1020,878.943922400728,578,-999,1,0.0134678826840525,"",-999,-999,-999
C33O,-29.9107437134,-71.250831604,30,"ESTADIO LA PORTADA LA SERENA","Episensor FBA - Basalt Serial 1249",CSN,MP1m,587,587,3.36666666666667,3.54481934645358,3.2 [Hz],peak,454,0.0247200043632058,362,507,449.274138798089,587,-999,1,0.0281373201475822,"",-999,-999,-999
CCH2,-36.603001,-72.077797,123,"CHILLAN","Episensor 200 Hz 2.5 Volt per g/Quanterra 330",C-IRISDMC,Q1,-999,-999,0.19,0,,peak,150,0.0631418478702679,451,-999,337.360866929373,271,0.531822001697684,3,0.073,"HNE, HNN, HNZ",90,0,0
CCSP,-36.8442,-72.711197,84,"COLEGIO CONCE SAN PEDRO","ETNA EPISENSOR",C-IRISDMC,Pz4b,236,-999,1.86666666666667,4.3101927657845,,peak,232,0.0776767798323863,485,323,327.995536836812,236,-999,1,0.05,"HNE, HNN, HNZ, HNE, HNN, HNZ",90,0,0
CHRN,-47.1457,-72.7525,198,"COCHRANE","",C-IRISDMC,,-999,-999,-999,0,,,-999,0.0802934363023828,491,-999,491,491,0.557379023284951,8,-999,"HHE, HHN, HHZ",90,0,0
