CodeSta,Latitude,Longitude,Altitude,StaName,SensorType,Network,Geology,MeasuredVs30,Vs30_fCSN,f0_HVSR,A0_HVSR,f0_fCSN,TypeCurveHVSR,InfVs30_HVSR,TopographicSlope,InfVs30_TopoSlope,InfVs30_Vp,InferedVs30,PreferedVs30,uncertainty_Vs30,IDPreferedVs30,Kappa0,Channels,OrientationCH1,OrientationCH2,OrientationCH3
V09A,-33.0481452942,-71.6044692993,0,"CONGRESO NACIONAL","Episensor FBA - Basalt Serial 975",RNA,Qe,223,212,1.7,4.1742974878668,1.75 [Hz],peak,206,0.115628934581911,568,318,336.970832285642,223,-999,1,0.0304070654967882,"",-999,-999,-999
V11A,-32.7557563782,-70.7262039185,673,"3RA COMISARIA SAN FELIPE","Episensor FBA - Basalt Serial 1080",CSN,Qf,997,837,7.33333333333333,2.68325681905234,,flat,695,0.0598667526586054,444,640,571.479842376478,997,-999,1,0.0317460241555669,"",-999,-999,-999
V12A,-32.4502,-71.2369,0,"DIRECCION DE VIALIDAD MOP LA LIGUA","Episensor FBA - Basalt Serial 1051",CSN,MP1c,347,347,2.1,4.32847423818153,2.05 [Hz],peak,262,0.0415849171331499,401,344,325.960523007292,347,-999,1,0.0439974114654121,"",-999,-999,-999
V13A,-32.5062,-71.4421,23,"RETEN PAPUDO","Episensor FBA - Basalt Serial 989",CSN,Jsg,510,357,6.8,4.06138403558427,3.52 [Hz],peak,679,0.0502144716797901,421,996,724.773761629369,510,-999,1,-999,"",-999,-999,-999
V14A,-33.3215,-71.4103,298,"EDIFICIO SERVICIOS PUBLICOS CASABLANCA","Episensor FBA - Basalt Serial 1087",CSN,PPl1m,-999,-999,1.46666666666667,8.48034443528876,,peak,159,0.0162293466989397,327,221,253.363746589876,225,0.387667502106948,2,-999,"",-999,-999,-999
V15A,-32.9149,-71.2326,116,"REGIMIENTO DE CABALLERIA BLINDADA GRANADEROS QUILLOTA","Episensor FBA - Basalt Serial 1072",CSN,Q1,449,323,3.13333333333333,7.87785919816634,2.05 [Hz],peak,421,0.0835348792413053,498,892,605.628928840835,449,-999,1,0.0299092676235186,"",-999,-999,-999
V16A,-33.5906,-71.6046,0,"HOSPITAL IST SAN ANTONIO","Episensor FBA - Basalt Serial 1070",CSN,Q1,536,477,4.96666666666667,7.0923911946503,5.6 [Hz],peak,598,0.0420409483025279,402,983,683.319650490319,536,-999,1,0.0271121964335128,"",-999,-999,-999
V17A,-33.6055,-71.6143,0,"ESTADIO MUNICIPAL DE SAN ANTONIO","Episensor FBA - Basalt Serial 1490",CSN,Q1,317,281,0.866666666666667,5.11803701846751,0.95 [Hz],peak,150,0.0378102959044226,393,417,368.781752046075,317,-999,1,-999,"",-999,-999,-999
V18A,-33.0518,-71.3383,202,"COMISARIA DE PEÑABLANCA","Episensor FBA - Basalt Serial 1082",CSN,PPl1m,725,492,4.23333333333333,6.65858868997724,4.1 [Hz],peak,546,0.0621000276693818,449,696,574.013578073925,725,-999,1,0.0446476561006166,"",-999,-999,-999
V19A,-32.8457,-70.1297,0,"CUARTEL PORTILLO - ESCUELA DE MONTAÑA","Episensor FBA - Basalt Serial 1055",CSN,Q1,412,321,4.33333333333333,4.0952573805269,2.6 [Hz],flat,554,0.0503241683747947,422,678,560.01030615338,412,-999,1,-999,"",-999,-999,-999
V20A,-33.6407,-78.831,0,"TENENCIA ISLA ROBINSON CRUSOE","Episensor FBA - Basalt Serial 987",CSN,PPl3,-999,-999,-999,0,,,-999,0.199721680577572,760,-999,760,760,0.557379023284951,8,-999,"",-999,-999,-999
V21A,-32.8396,-70.6042,848,"ESTADIO MUNICIPAL DE LOS ANDES","Episensor FBA - Basalt Serial 1044",CSN,Q1,983,733,3.76666666666667,2.15401215987723,,flat,502,0.0162306038219897,327,1169,743.217641709609,983,-999,1,-999,"",-999,-999,-999
V22A,-33.0202,-71.6358,0,"ESCUELA NAVAL","Episensor FBA - Basalt Serial 1152",CSN,Jsg,853,854,9.93333333333333,2.86096017579471,8.5 [Hz],flat,749,0.532172447731415,1275,1139,1135.35283419218,853,-999,1,-999,"",-999,-999,-999
V23A,-33.0314,-71.5844,0,"ESTADIO ITALIANO","Episensor FBA - Basalt Serial 1156",CSN,Jsg,-999,-999,4.86666666666667,4.29677451352668,,peak,592,0.188740266797895,734,1083,800.107053055067,807,0.237400492741652,2,-999,"",-999,-999,-999
V24A,-33.622,-71.6129,0,"ESCUELA DE INGENIEROS EJERCITO","Episensor FBA - Basalt Serial 1526",CSN,TrJg,-999,-999,1.03333333333333,1.97513088652804,,flat,150,0.228026431137322,804,652,638.303728402546,501,0.387667502106948,2,-999,"",-999,-999,-999
V25A,-33.194085,-71.702629,3,"V25A","",C1-IRISDMC,,-999,-999,0.166666666666667,2.22500238590136,,flat,150,0.514341334907688,1248,1353,1136.97090027281,869,0.387667502106948,2,-999,"HNE, HNN, HNZ",90,0,-999
VA01,-33.022813,-71.647523,76,"TORPEDERAS"," CMG-5T, DC 100 s,  0.255 V/m/s**2, 4g clip level,",C1-IRISDMC,Jsg,882,882,8.23333333333333,4.70176751410797,7.49 [Hz],peak,718,0.052363453298507,426,1058,763.22378677395,882,-999,1,-999,"",90,0,0
VA02,-27.16026,-109.43474,49,"ISLA DE PASCUA","CMG-5T, DC 100 s,  0.255 V/m/s**2, 4g clip level,",C1-IRISDMC,Q3i,-999,-999,-999,0,,,-999,0.0243661032085434,361,-999,361,361,0.557379023284951,8,-999,"",90,90,0
VA03,-32.7637,-70.5508,1053,"SAN ESTEBAN"," CMG-5T, DC 100 s,  0.255 V/m/s**2, 4g clip level,",C1-IRISDMC,Q1,937,937,8.36666666666667,2.82710416235042,,flat,721,0.150878827395467,646,566,619.78599575629,937,-999,1,0.0506654216631326,"",90,0,-999
VA04,-33.6427,-78.8299,117,"JUAN FERNANDEZ","CMG-5T, DC 100 s,  0.255 V/m/s**2, 4g clip level,",C1-IRISDMC,PPl3,-999,-999,-999,0,,,-999,0.200043688061111,761,823,793.873029772329,795,0.375976268403919,5,-999,"",90,0,-999
VA05,-33.65711,-71.61428,80,"SANTO DOMINGO"," CMG-5T, DC 100 s,  0.255 V/m/s**2, 4g clip level,",C1-IRISDMC,PPl1m,572,485,2.63333333333333,3.63475299881837,2.2 [Hz],peak,330,0.0758922029484611,481,486,422.943298969072,572,-999,1,-999,"",90,0,0
VA06,-32.56117,-71.29765,80,"CATAPILCO","no info",C1-IRISDMC,MP1c,-999,-999,2.2,5.34245866548983,,peak,273,0.0753481611775738,480,680,468.125031430727,474,0.237400492741652,2,-999,"",90,0,-999
VALP01R,-32.5116666666667,-71.4466666666667,-999,"PAPUDO S/N 5014","SMA-1",REN,,933,-999,3.45,11.0518268333971,,peak,466,0.148605149542026,641,-999,541.008643449837,933,-999,1,-999,"",-999,-999,-999
VALP01S,-32.4544444444444,-71.2333333333333,-999,"LALIGUA","SMA-1",DGG,,428,-999,0,0,,Lack Records,150,0.11362120485173,563,-999,407.076538344953,428,-999,1,-999,"",-999,-999,-999
VALP02R,-33.0249,-71.5529,-999,"VIÑA DEL MAR CENTRO S/N 675","QDR",REN,,-999,-999,1.85,4.45671740510292,,peak,230,0.0755744831130727,480,-999,337.155204928338,331,0.311010350044602,3,-999,"",-999,-999,-999
VALP02S,-32.5533333333333,-71.4588888888889,-999,"ZAPALLAR","SMA-1",DGG,,-999,-999,7.7,2.46437038003476,,peak,706,0.0897530037144909,512,-999,622.84756097561,628,0.311010350044602,3,-999,"",-999,-999,-999
VALP03R,-33.0472,-71.5099,-999,"VIÑA EL SALTO S/N 1215","ETNA EPISENSOR",REN,,260,-999,1.12,5.56170011438578,,peak,150,0.0770849884094987,484,-999,357.902091542892,260,-999,1,-999,"",-999,-999,-999
VALP04R,-33.0472,-71.5099,-999,"VIÑA EL SALTO CERRO S/N 1215","ETNA EPISENSOR",REN,,-999,-999,4.1,3.48287131289193,,peak,535,0.0770849884094987,484,-999,513.140338194619,514,0.311010350044602,3,-999,"",-999,-999,-999
VALP04S,-32.8444444444444,-70.9422222222222,-999,"LLAYLLAY","SMA-1",DGG,,270,-999,0.78,4.44625026632887,,peak,150,0.0192273056548384,340,-999,268.267656865717,270,-999,1,-999,"",-999,-999,-999
VALP05S,-33.1933333333333,-71.6975,-999,"QUINTAY","SMA-1",DGG,,-999,-999,1.58,1.85475638927365,,flat,184,0.149908219129409,644,-999,470.33222188542,370,0.531822001697684,3,-999,"",-999,-999,-999
VALP06R,-33.043,-71.594,-999,"VALPARAISO ALMENDRAL S/N 4567","SMA-1",REN,,239,-999,1.45,4.58047304468014,,peak,156,0.403872307914085,1077,-999,729.286905122764,239,-999,1,-999,"",-999,-999,-999
VALP07R,-33.034629,-71.595624,-999,"VALPARAISO UTFSM S/N 6976","SMA-1",REN,,-999,-999,0.11,1.80159681267095,,flat,150,0.217287384973608,787,-999,546.507881176114,407,0.531822001697684,3,-999,"",-999,-999,-999
VALP07S,-33.033333,-71.583333,-999,"VINA DEL MAR","SMA-1",DGG,,242,-999,1.87,3.9951813945287,,peak,233,0.1634407457326,675,-999,422.450402313301,242,-999,1,-999,"",-999,-999,-999
VALP08R,-33.6158333333333,-71.6208333333333,-999,"LLOLLEO S/N 4566","SMA-1",REN,,316,-999,2.3,4.28045892135299,,peak,283,0.0193968459237319,341,-999,307.860007543374,316,-999,1,-999,"",-999,-999,-999
VALP10S,-33.0375,-71.5672222222222,-999,"SAN FELIPE","SMA-1",DGG,,-999,-999,0.41,3.46893519865934,,peak,150,0.161659835063092,671,-999,474.302364352834,360,0.531822001697684,3,-999,"",-999,-999,-999
VALP11S,-33.0194444444444,-71.5569444444444,-999,"SAN ISIDRO","PK-130",DGG,,-999,-999,2.74,5.53940710684103,,peak,353,0.0577956047062521,439,-999,389.861390495348,388,0.311010350044602,3,-999,"",-999,-999,-999
VALP13S,-32.751008,-71.482909,-999,"VENTANAS","SMA-1",DGG,,-999,-999,0.98,5.3857690567876,,peak,150,0.111752604560773,559,-999,404.586692937254,315,0.531822001697684,3,-999,"",-999,-999,-999
